region,brand,collection,price,cost,quantity_sold,sales_revenue,total_cost,gross_profit,year_quarter,year
East coast,Jeffrey Alexander,Mirada,5.25,3.29,707,3711.75,2326.03,1385.72,2016-Q4,2016
South,Jeffrey Alexander,Anwick,53.75,34.46,382,20532.5,13163.72,7368.78,2016-Q4,2016
Central,Elements,Naples,11.63,7.8,40,465.2,312,153.2,2016-Q4,2016
Midwest,Elements,Stanton,10.25,6.48,705,7226.25,4568.4,2657.85,2016-Q4,2016
West,Jeffrey Alexander,Escutcheons,1.78,1.15,365,649.7,419.75,229.95,2016-Q4,2016
East coast,Jeffrey Alexander,Mirada,16.19,9.37,216,3497.04,2023.92,1473.12,2016-Q4,2016
Northwest,Jeffrey Alexander,Harlow,12.89,7.86,850,10956.5,6681,4275.5,2016-Q4,2016
West,Jeffrey Alexander,Delgado,17.68,10.48,543,9600.24,5690.64,3909.6,2016-Q4,2016
West,Jeffrey Alexander,Tahoe,13.83,8.02,962,13304.46,7715.24,5589.22,2016-Q4,2016
Northeast,Jeffrey Alexander,Prestige,30.05,17.94,31,931.55,556.14,375.41,2016-Q4,2016
West,Jeffrey Alexander,Regency,7.13,4.49,717,5112.21,3219.33,1892.88,2016-Q4,2016
Midwest,Jeffrey Alexander,Aberdeen,17.89,10.07,918,16423.02,9244.26,7178.76,2016-Q4,2016
Northwest,Jeffrey Alexander,Rae,13.99,7.96,811,11345.89,6455.56,4890.33,2016-Q4,2016
West,Jeffrey Alexander,Sonoma,18.99,11.09,15,284.85,166.35,118.5,2016-Q4,2016
Northeast,Elements,Somerset,5.35,3.35,513,2744.55,1718.55,1026,2016-Q4,2016
Northwest,Elements,Asher,9.98,6.39,168,1676.64,1073.52,603.12,2016-Q4,2016
West,Jeffrey Alexander,Rochester,4.8453,10.08,40,193.812,403.2,-209.388,2016-Q4,2016
Northeast,Jeffrey Alexander,Alvar,13.83,7.78,826,11423.58,6426.28,4997.3,2016-Q4,2016
Northeast,Jeffrey Alexander,Escutcheons,1.78,1.13,571,1016.38,645.23,371.15,2016-Q4,2016
Northeast,Jeffrey Alexander,Ella,21.35,12.12,343,7323.05,4157.16,3165.89,2016-Q4,2016
Midwest,Jeffrey Alexander,Lexa,18.85,11.14,394,7426.9,4389.16,3037.74,2016-Q4,2016
West,Jeffrey Alexander,Prestige,24.5,13.56,236,5782,3200.16,2581.84,2016-Q4,2016
Midwest,Jeffrey Alexander,Ella,17.68,9.81,233,4119.44,2285.73,1833.71,2016-Q4,2016
Northwest,Elements,Cosgrove,8.48,5.52,968,8208.64,5343.36,2865.28,2016-Q4,2016
West,Elements,Naples,18.81,12.33,849,15969.69,10468.17,5501.52,2016-Q4,2016
West,Jeffrey Alexander,Sonoma,5.39,3.07,40,215.6,122.8,92.8,2016-Q4,2016
South,Elements,Strickland,6.89,4.28,505,3479.45,2161.4,1318.05,2016-Q4,2016
East coast,Jeffrey Alexander,Lille,126,76.38,773,97398,59041.74,38356.26,2016-Q4,2016
East coast,Elements,Seaver,5.98,3.61,135,807.3,487.35,319.95,2016-Q4,2016
West,Jeffrey Alexander,Escutcheons,1.78,1.09,275,489.5,299.75,189.75,2016-Q4,2016
Northeast,Elements,Calloway,6.95,4.31,60,417,258.6,158.4,2016-Q4,2016
Central,Jeffrey Alexander,Tahoe,17.95,10.91,75,1346.25,818.25,528,2016-Q4,2016
Midwest,Jeffrey Alexander,Bienville,13.39,7.76,1442,19308.38,11189.92,8118.46,2016-Q4,2016
International,Jeffrey Alexander,Alvar,13.83,8.65,598,8270.34,5172.7,3097.64,2016-Q4,2016
East coast,Elements,Torino,2.67,1.74,901,2405.67,1567.74,837.93,2016-Q4,2016
Midwest,Elements,Somerset,5.35,3.21,578,3092.3,1855.38,1236.92,2016-Q4,2016
Central,Elements,Arcadia,5.05,3.39,808,4080.4,2739.12,1341.28,2016-Q4,2016
South,Elements,Stanton,13.35,9.11,655,8744.25,5967.05,2777.2,2016-Q4,2016
West,Jeffrey Alexander,Symphony,10.68,6.06,913,9750.84,5532.78,4218.06,2016-Q4,2016
Midwest,Elements,Watervale,2.99,1.84,140,418.6,257.6,161,2016-Q4,2016
Northwest,Jeffrey Alexander,Cairo,5.39,3.32,881,4748.59,2924.92,1823.67,2016-Q4,2016
Midwest,Jeffrey Alexander,Breighton,23.29,13.98,823,19167.67,11505.54,7662.13,2016-Q4,2016
West,Jeffrey Alexander,Cordova,8.59,4.89,561,4818.99,2743.29,2075.7,2016-Q4,2016
International,Elements,Park,7.27,4.62,587,4267.49,2711.94,1555.55,2016-Q4,2016
Central,Elements,Aiden,1.8459,5.2,630,1162.917,3276,-2113.083,2016-Q4,2016
Northeast,Jeffrey Alexander,Milan,8.71,5.33,319,2778.49,1700.27,1078.22,2016-Q4,2016
Central,Elements,Slade,2.39,1.58,739,1766.21,1167.62,598.59,2016-Q4,2016
West,Jeffrey Alexander,Cordova,15.79,9.72,463,7310.77,4500.36,2810.41,2016-Q4,2016
West,Jeffrey Alexander,Anwick,9.19,5.33,265,2435.35,1412.45,1022.9,2016-Q4,2016
South,Jeffrey Alexander,Rochester,2.6528,5.9,506,1342.3168,2985.4,-1643.0832,2016-Q4,2016
West,Jeffrey Alexander,Escutcheons,1.78,1.06,400,712,424,288,2016-Q4,2016
West,Jeffrey Alexander,Bremen,126,77.43,382,48132,29578.26,18553.74,2016-Q4,2016
East coast,Jeffrey Alexander,Escutcheons,1.78,1.11,79,140.62,87.69,52.93,2016-Q4,2016
South,Jeffrey Alexander,Harlow,14.99,8.37,575,8619.25,4812.75,3806.5,2016-Q4,2016
Midwest,Elements,Park,4.41,2.69,1375,6063.75,3698.75,2365,2016-Q4,2016
Central,Elements,Calloway,6.95,4.17,857,5956.15,3573.69,2382.46,2016-Q4,2016
East coast,Jeffrey Alexander,Callie,13.2,8.48,742,9794.4,6292.16,3502.24,2016-Q4,2016
Northeast,Elements,Gatsby,3.07,1.92,49,150.43,94.08,56.35,2016-Q4,2016
West,Jeffrey Alexander,Royce,8.65,4.85,366,3165.9,1775.1,1390.8,2016-Q4,2016
Northwest,Jeffrey Alexander,Cordova,15.79,10.24,24,378.96,245.76,133.2,2016-Q4,2016
West,Jeffrey Alexander,Lexa,18.85,11.04,61,1149.85,673.44,476.41,2016-Q4,2016
Northeast,Jeffrey Alexander,Delmar,15.85,9.07,662,10492.7,6004.34,4488.36,2016-Q4,2016
West,Elements,Edgefield,11.99,8.11,409,4903.91,3316.99,1586.92,2016-Q4,2016
East coast,Jeffrey Alexander,Ella,21.35,12.08,865,18467.75,10449.2,8018.55,2016-Q4,2016
Central,Elements,Merryville,3.83,2.37,487,1865.21,1154.19,711.02,2016-Q4,2016
South,Jeffrey Alexander,Escutcheons,1.78,1.09,331,589.18,360.79,228.39,2016-Q4,2016
South,Jeffrey Alexander,Backplates,8.79,5.66,424,3726.96,2399.84,1327.12,2016-Q4,2016
Northwest,Jeffrey Alexander,Maybeck,8.85,5.51,934,8265.9,5146.34,3119.56,2016-Q4,2016
East coast,Jeffrey Alexander,Lafayette,11.39,7.23,396,4510.44,2863.08,1647.36,2016-Q4,2016
West,Jeffrey Alexander,Belcastel,126,73.08,634,79884,46332.72,33551.28,2016-Q4,2016
Central,Jeffrey Alexander,Maybeck,7.75,4.26,402,3115.5,1712.52,1402.98,2016-Q4,2016
Northeast,Elements,Calloway,4.41,2.78,461,2033.01,1281.58,751.43,2016-Q4,2016
Central,Elements,Lindos,3.83,2.55,932,3569.56,2376.6,1192.96,2016-Q4,2016
Northeast,Elements,Zachary,8.32,5.4,839,6980.48,4530.6,2449.88,2016-Q4,2016
West,Elements,Park,4.41,2.69,511,2253.51,1374.59,878.92,2016-Q4,2016
Central,Jeffrey Alexander,Escutcheons,1.78,1.02,94,167.32,95.88,71.44,2016-Q4,2016
East coast,Jeffrey Alexander,Royce,8.65,4.85,365,3157.25,1770.25,1387,2016-Q4,2016
Central,Elements,Palisade,3.73,2.46,85,317.05,209.1,107.95,2016-Q4,2016
Central,Elements,Palisale,3.73,2.33,152,566.96,354.16,212.8,2016-Q4,2016
Central,Jeffrey Alexander,Delgado,17.68,10.48,382,6753.76,4003.36,2750.4,2016-Q4,2016
West,Jeffrey Alexander,Breighton,29.11,17.27,653,19008.83,11277.31,7731.52,2016-Q4,2016
South,Jeffrey Alexander,Venezia,9.89,6.31,746,7377.94,4707.26,2670.68,2016-Q4,2016
West,Jeffrey Alexander,Belcastel,14.05,9.1,779,10944.95,7088.9,3856.05,2016-Q4,2016
Central,Elements,Hammond,5.39,3.75,810,4365.9,3037.5,1328.4,2016-Q4,2016
Central,Elements,Verona,6.75,4.65,916,6183,4259.4,1923.6,2016-Q4,2016
Central,Elements,Westbury,4.65,2.95,239,1111.35,705.05,406.3,2016-Q4,2016
South,Jeffrey Alexander,Marlo,17.45,11.05,566,9876.7,6254.3,3622.4,2016-Q4,2016
East coast,Jeffrey Alexander,Encada,11.83,7.43,16,189.28,118.88,70.4,2016-Q4,2016
South,Elements,Brenton,9.45,5.86,397,3751.65,2326.42,1425.23,2016-Q4,2016
South,Jeffrey Alexander,Rae,160,95.82,774,123840,74164.68,49675.32,2016-Q4,2016
West,Jeffrey Alexander,Breighton,29.11,17.27,596,17349.56,10292.92,7056.64,2016-Q4,2016
Northwest,Elements,Arcadia,5.05,3.24,140,707,453.6,253.4,2016-Q4,2016
West,Elements,Drake,4.79,3.21,656,3142.24,2105.76,1036.48,2016-Q4,2016
Northeast,Elements,Cosgrove,9.83,6.43,375,3686.25,2411.25,1275,2016-Q4,2016
West,Jeffrey Alexander,Sutton,10.25,6.2,763,7820.75,4730.6,3090.15,2016-Q4,2016
Central,Elements,Brenton,8.05,5.12,999,8041.95,5114.88,2927.07,2016-Q4,2016
Central,Jeffrey Alexander,Delmar,32.59,20.38,827,26951.93,16854.26,10097.67,2016-Q4,2016
West,Elements,Geneva,4.55,2.89,379,1724.45,1095.31,629.14,2016-Q4,2016
Northeast,Jeffrey Alexander,Maybeck,22.92,13.72,992,22736.64,13610.24,9126.4,2016-Q4,2016
Northwest,Elements,Belfast,8.45,5.84,185,1563.25,1080.4,482.85,2016-Q4,2016
East coast,Elements,Madison,3.89,2.33,440,1711.6,1025.2,686.4,2016-Q4,2016
West,Elements,Belfast,8.1,5.07,928,7516.8,4704.96,2811.84,2016-Q4,2016
Northeast,Jeffrey Alexander,Belcastel,126,73.53,935,117810,68750.55,49059.45,2016-Q4,2016
International,Jeffrey Alexander,Zurich,14.89,9.08,660,9827.4,5992.8,3834.6,2016-Q4,2016
Midwest,Elements,Palisade,2.05,1.34,570,1168.5,763.8,404.7,2016-Q4,2016
Central,Elements,Stanton,18.29,11.82,703,12857.87,8309.46,4548.41,2016-Q4,2016
West,Elements,Edgefield,11.99,7.41,254,3045.46,1882.14,1163.32,2016-Q4,2016
Central,Elements,Tempo,1.75,1.13,983,1720.25,1110.79,609.46,2016-Q4,2016
Midwest,Jeffrey Alexander,Breighton,29.11,17.33,420,12226.2,7278.6,4947.6,2016-Q4,2016
Central,Elements,Tempo,1.25,0.77,752,940,579.04,360.96,2016-Q4,2016
Central,Elements,Asher,8.55,5.94,788,6737.4,4680.72,2056.68,2016-Q4,2016
East coast,Jeffrey Alexander,Durham,6.58,3.68,991,6520.78,3646.88,2873.9,2016-Q4,2016
Central,Elements,Edgefield,5.39,3.44,638,3438.82,2194.72,1244.1,2016-Q4,2016
South,Jeffrey Alexander,Tuscany,9.45,5.85,25,236.25,146.25,90,2016-Q4,2016
Northeast,Jeffrey Alexander,Sutton,34.65,20.29,471,16320.15,9556.59,6763.56,2016-Q4,2016
Midwest,Jeffrey Alexander,Backplates,8.79,5.64,1341,11787.39,7563.24,4224.15,2016-Q4,2016
Central,Elements,Verona,3.32,2.13,952,3160.64,2027.76,1132.88,2016-Q4,2016
Midwest,Elements,Zachary,4.15,2.5,1018,4224.7,2545,1679.7,2016-Q4,2016
Northwest,Jeffrey Alexander,Belcastel,14.05,8.61,470,6603.5,4046.7,2556.8,2016-Q4,2016
West,Elements,Aiden,1.1779,3.4,541,637.2439,1839.4,-1202.1561,2016-Q4,2016
East coast,Elements,Westbury,4.65,3.23,319,1483.35,1030.37,452.98,2016-Q4,2016
East coast,Jeffrey Alexander,Annadale,27.15,16.81,913,24787.95,15347.53,9440.42,2016-Q4,2016
West,Elements,Madison,3.45,2.24,52,179.4,116.48,62.92,2016-Q4,2016
Central,Elements,Gatsby,2.15,1.37,643,1382.45,880.91,501.54,2016-Q4,2016
Central,Elements,Cosgrove,8.48,5.52,436,3697.28,2406.72,1290.56,2016-Q4,2016
East coast,Elements,Kenner,3.73,2.36,177,660.21,417.72,242.49,2016-Q4,2016
East coast,Jeffrey Alexander,Lafayette,16.65,10.73,947,15767.55,10161.31,5606.24,2016-Q4,2016
South,Jeffrey Alexander,Ella,136.25,87.72,843,114858.75,73947.96,40910.79,2016-Q4,2016
South,Jeffrey Alexander,Lille,126,71.11,247,31122,17564.17,13557.83,2016-Q4,2016
Northeast,Jeffrey Alexander,Rae,17.45,10.86,318,5549.1,3453.48,2095.62,2016-Q4,2016
East coast,Jeffrey Alexander,Bremen,8.93,5.12,980,8751.4,5017.6,3733.8,2016-Q4,2016
Northeast,Jeffrey Alexander,Hayworth,7.75,4.91,791,6130.25,3883.81,2246.44,2016-Q4,2016
Central,Elements,Glendale,5.98,3.92,62,370.76,243.04,127.72,2016-Q4,2016
International,Jeffrey Alexander,Cairo,8.85,5.39,386,3416.1,2080.54,1335.56,2016-Q4,2016
Northwest,Elements,Calloway,7.25,4.67,942,6829.5,4399.14,2430.36,2016-Q4,2016
Northwest,Jeffrey Alexander,Maybeck,9.75,5.42,717,6990.75,3886.14,3104.61,2016-Q4,2016
Northwest,Elements,Edgefield,6.65,4.61,789,5246.85,3637.29,1609.56,2016-Q4,2016
East coast,Elements,Cosgrove,9.83,6.71,453,4452.99,3039.63,1413.36,2016-Q4,2016
East coast,Elements,Stanton,8.56,5.56,366,3132.96,2034.96,1098,2016-Q4,2016
South,Jeffrey Alexander,Bremen,126,76.43,738,92988,56405.34,36582.66,2016-Q4,2016
Central,Elements,Kenner,3.73,2.5,37,138.01,92.5,45.51,2016-Q4,2016
Northeast,Elements,Hammond,3.73,2.6,544,2029.12,1414.4,614.72,2016-Q4,2016
Northwest,Jeffrey Alexander,Bremen,12.45,7.87,831,10345.95,6539.97,3805.98,2016-Q4,2016
Central,Elements,Cypress,3.19,1.95,411,1311.09,801.45,509.64,2016-Q4,2016
Northeast,Jeffrey Alexander,Lexa,24.85,15.72,719,17867.15,11302.68,6564.47,2016-Q4,2016
West,Jeffrey Alexander,Valencia,8.65,5.25,425,3676.25,2231.25,1445,2016-Q4,2016
Northwest,Elements,Slade,4.35,2.92,321,1396.35,937.32,459.03,2016-Q4,2016
Central,Elements,Aiden,0.7237,2.17,129,93.3573,279.93,-186.5727,2016-Q4,2016
West,Jeffrey Alexander,Bremen,126,78.73,288,36288,22674.24,13613.76,2016-Q4,2016
East coast,Jeffrey Alexander,Duval,160,103.69,87,13920,9021.03,4898.97,2016-Q4,2016
South,Jeffrey Alexander,Aberdeen,24.85,14.89,523,12996.55,7787.47,5209.08,2016-Q4,2016
Northeast,Jeffrey Alexander,Lexa,21.05,11.69,153,3220.65,1788.57,1432.08,2016-Q4,2016
West,Jeffrey Alexander,Annadale,27.15,17.29,314,8525.1,5429.06,3096.04,2016-Q4,2016
Midwest,Jeffrey Alexander,Bella,25.99,15.5,272,7069.28,4216,2853.28,2016-Q4,2016
Central,Elements,Merryville,3.43,2.31,328,1125.04,757.68,367.36,2016-Q4,2016
West,Jeffrey Alexander,Tiffany,25.55,16.07,469,11982.95,7536.83,4446.12,2016-Q4,2016
South,Jeffrey Alexander,Delgado,37.25,24.12,703,26186.75,16956.36,9230.39,2016-Q4,2016
Central,Jeffrey Alexander,Ella,8.38,4.83,656,5497.28,3168.48,2328.8,2016-Q4,2016
Central,Elements,Florence,5.21,3.2,876,4563.96,2803.2,1760.76,2016-Q4,2016
West,Jeffrey Alexander,Escutcheons,1.78,1.03,829,1475.62,853.87,621.75,2016-Q4,2016
International,Jeffrey Alexander,Chesapeake,126,74.86,617,77742,46188.62,31553.38,2016-Q4,2016
Northeast,Jeffrey Alexander,Bella,14.99,9.14,406,6085.94,3710.84,2375.1,2016-Q4,2016
South,Jeffrey Alexander,Encada,12.78,8.12,678,8664.84,5505.36,3159.48,2016-Q4,2016
South,Jeffrey Alexander,Solana,16.28,10.12,571,9295.88,5778.52,3517.36,2016-Q4,2016
West,Jeffrey Alexander,Lafayette,10.35,6.37,38,393.3,242.06,151.24,2016-Q4,2016
South,Jeffrey Alexander,Marlo,8.05,5.06,411,3308.55,2079.66,1228.89,2016-Q4,2016
Northwest,Elements,Slade,4.99,3.32,92,459.08,305.44,153.64,2016-Q4,2016
South,Jeffrey Alexander,Lexa,15.85,9.59,66,1046.1,632.94,413.16,2016-Q4,2016
West,Jeffrey Alexander,Solana,16.28,9.05,179,2914.12,1619.95,1294.17,2016-Q4,2016
South,Elements,Gatsby,2.15,1.34,707,1520.05,947.38,572.67,2016-Q4,2016
West,Jeffrey Alexander,Maybeck,11.29,7,208,2348.32,1456,892.32,2016-Q4,2016
Central,Elements,Torino,2.85,1.74,432,1231.2,751.68,479.52,2016-Q4,2016
Northwest,Jeffrey Alexander,Belcastel,14.05,8.69,445,6252.25,3867.05,2385.2,2016-Q4,2016
Northwest,Elements,Torino,2.75,1.77,641,1762.75,1134.57,628.18,2016-Q4,2016
Central,Jeffrey Alexander,Maybeck,7.75,4.89,833,6455.75,4073.37,2382.38,2016-Q4,2016
East coast,Jeffrey Alexander,Regency,7.13,4.32,743,5297.59,3209.76,2087.83,2016-Q4,2016
South,Jeffrey Alexander,Belcastel,14.05,9.1,11,154.55,100.1,54.45,2016-Q4,2016
Midwest,Jeffrey Alexander,Ella,14.39,9.12,272,3914.08,2480.64,1433.44,2016-Q4,2016
Midwest,Jeffrey Alexander,Bremen,5.33,3.06,1064,5671.12,3255.84,2415.28,2016-Q4,2016
East coast,Jeffrey Alexander,Hayworth,7.75,4.81,554,4293.5,2664.74,1628.76,2016-Q4,2016
West,Elements,Gatsby,2.28,1.57,516,1176.48,810.12,366.36,2016-Q4,2016
Central,Elements,Drake,4.79,2.9,812,3889.48,2354.8,1534.68,2016-Q4,2016
West,Jeffrey Alexander,Escutcheons,1.78,0.99,42,74.76,41.58,33.18,2016-Q4,2016
West,Jeffrey Alexander,Bremen,10.71,6.55,81,867.51,530.55,336.96,2016-Q4,2016
Midwest,Jeffrey Alexander,Belcastel,160,98.2,709,113440,69623.8,43816.2,2016-Q4,2016
Midwest,Jeffrey Alexander,Durham,6.61,4.26,528,3490.08,2249.28,1240.8,2016-Q4,2016
Midwest,Jeffrey Alexander,Marlo,24.5,15.29,537,13156.5,8210.73,4945.77,2016-Q4,2016
South,Jeffrey Alexander,Belcastel,126,72.55,318,40068,23070.9,16997.1,2016-Q4,2016
East coast,Jeffrey Alexander,Delgado,167.5,107.41,817,136847.5,87753.97,49093.53,2016-Q4,2016
East coast,Jeffrey Alexander,Lille,17.65,11.15,25,441.25,278.75,162.5,2016-Q4,2016
West,Jeffrey Alexander,Tuscany,15.79,10.1,745,11763.55,7524.5,4239.05,2016-Q4,2016
West,Jeffrey Alexander,Backplates,5.09,3.3,258,1313.22,851.4,461.82,2016-Q4,2016
Northwest,Jeffrey Alexander,Anwick,19.25,11.21,108,2079,1210.68,868.32,2016-Q4,2016
East coast,Jeffrey Alexander,Amsden,10.71,6.02,468,5012.28,2817.36,2194.92,2016-Q4,2016
Central,Elements,Watervale,3.73,2.52,763,2845.99,1922.76,923.23,2016-Q4,2016
Midwest,Jeffrey Alexander,Duval,21.99,12.73,1398,30742.02,17796.54,12945.48,2016-Q4,2016
Central,Elements,Zachary,4.15,2.5,575,2386.25,1437.5,948.75,2016-Q4,2016
Central,Elements,Gatsby,3.07,2.07,675,2072.25,1397.25,675,2016-Q4,2016
South,Jeffrey Alexander,Prestige,30.05,17.15,453,13612.65,7768.95,5843.7,2016-Q4,2016
Northwest,Elements,Belfast,5.55,3.7,884,4906.2,3270.8,1635.4,2016-Q4,2016
Northeast,Jeffrey Alexander,Lenoir,6.2,3.93,242,1500.4,951.06,549.34,2016-Q4,2016
South,Jeffrey Alexander,Montclair,26.11,15.52,810,21149.1,12571.2,8577.9,2016-Q4,2016
Central,Elements,Watervale,2.99,1.84,534,1596.66,982.56,614.1,2016-Q4,2016
Northwest,Jeffrey Alexander,Annadale,14.45,8.67,291,4204.95,2522.97,1681.98,2016-Q4,2016
Northwest,Jeffrey Alexander,Sutton,12.27,7.97,952,11681.04,7587.44,4093.6,2016-Q4,2016
Midwest,Elements,Syracuse,3.53,2.23,597,2107.41,1331.31,776.1,2016-Q4,2016
Midwest,Jeffrey Alexander,Harlow,16.05,9.66,1052,16884.6,10162.32,6722.28,2016-Q4,2016
Northwest,Elements,Drake,5.09,3.35,673,3425.57,2254.55,1171.02,2016-Q4,2016
Central,Elements,Vienna,3.19,2.13,794,2532.86,1691.22,841.64,2016-Q4,2016
Central,Elements,Aiden,0.7237,2.01,435,314.8095,874.35,-559.5405,2016-Q4,2016
Central,Elements,Vienna,2.28,1.48,208,474.24,307.84,166.4,2016-Q4,2016
Central,Elements,Hadley,6.35,4.18,180,1143,752.4,390.6,2016-Q4,2016
South,Jeffrey Alexander,West,15.65,9.77,658,10297.7,6428.66,3869.04,2016-Q4,2016
Northeast,Jeffrey Alexander,Cairo,8.85,5.39,102,902.7,549.78,352.92,2016-Q4,2016
East coast,Elements,Madison,3.45,2.33,782,2697.9,1822.06,875.84,2016-Q4,2016
East coast,Jeffrey Alexander,Modena,13.53,8.03,483,6534.99,3878.49,2656.5,2016-Q4,2016
Central,Elements,Madison,3.89,2.54,208,809.12,528.32,280.8,2016-Q4,2016
Central,Jeffrey Alexander,Modena,13.53,8.03,200,2706,1606,1100,2016-Q4,2016
West,Jeffrey Alexander,Rae,21.05,13.1,233,4904.65,3052.3,1852.35,2016-Q4,2016
Northwest,Elements,Merryville,3.83,2.3,253,968.99,581.9,387.09,2016-Q4,2016
Northwest,Jeffrey Alexander,Sonoma,5.39,3.05,52,280.28,158.6,121.68,2016-Q4,2016
Central,Elements,Strickland,9.53,5.99,241,2296.73,1443.59,853.14,2016-Q4,2016
East coast,Elements,Lindos,4.15,2.58,444,1842.6,1145.52,697.08,2016-Q4,2016
West,Elements,Gatsby,3.07,1.92,543,1667.01,1042.56,624.45,2016-Q4,2016
Northwest,Elements,Brenton,9.45,5.86,460,4347,2695.6,1651.4,2016-Q4,2016
Central,Elements,Stanton,24.59,15.35,792,19475.28,12157.2,7318.08,2016-Q4,2016
Central,Elements,Cypress,2.5,1.5,973,2432.5,1459.5,973,2016-Q4,2016
South,Jeffrey Alexander,Aberdeen,17.89,11.12,590,10555.1,6560.8,3994.3,2016-Q4,2016
Northwest,Elements,Somerset,5.35,3.21,618,3306.3,1983.78,1322.52,2016-Q4,2016
Midwest,Elements,Drake,6.1,4.02,910,5551,3658.2,1892.8,2016-Q4,2016
East coast,Elements,Brenton,10.35,7.05,135,1397.25,951.75,445.5,2016-Q4,2016
Northwest,Jeffrey Alexander,Maybeck,29.63,17.87,380,11259.4,6790.6,4468.8,2016-Q4,2016
Midwest,Jeffrey Alexander,Katharine,18.19,10.99,1246,22664.74,13693.54,8971.2,2016-Q4,2016
Central,Elements,Florence,5.21,3.28,660,3438.6,2164.8,1273.8,2016-Q4,2016
Northwest,Jeffrey Alexander,Ella,14.39,9.12,776,11166.64,7077.12,4089.52,2016-Q4,2016
Northeast,Elements,Geneva,5.2,3.28,243,1263.6,797.04,466.56,2016-Q4,2016
East coast,Jeffrey Alexander,Marlo,13.99,8.1,960,13430.4,7776,5654.4,2016-Q4,2016
West,Jeffrey Alexander,Belcastel,160,97.73,965,154400,94309.45,60090.55,2016-Q4,2016
South,Jeffrey Alexander,Backplates,8.79,5.6,821,7216.59,4597.6,2618.99,2016-Q4,2016
Central,Jeffrey Alexander,Sonoma,88.99,51.2,276,24561.24,14131.2,10430.04,2016-Q4,2016
East coast,Jeffrey Alexander,Bremen,126,78.73,995,125370,78336.35,47033.65,2016-Q4,2016
Central,Jeffrey Alexander,Callie,15.79,9.61,710,11210.9,6823.1,4387.8,2016-Q4,2016
Northeast,Elements,Torino,1.78,1.13,548,975.44,619.24,356.2,2016-Q4,2016
East coast,Jeffrey Alexander,Harlow,14.99,8.84,412,6175.88,3642.08,2533.8,2016-Q4,2016
West,Jeffrey Alexander,Delmar,32.59,17.96,340,11080.6,6106.4,4974.2,2016-Q4,2016
Central,Elements,Verona,6.75,4.65,211,1424.25,981.15,443.1,2016-Q4,2016
Midwest,Elements,Aiden,1.1779,3.67,1351,1591.3429,4958.17,-3366.8271,2016-Q4,2016
Northwest,Jeffrey Alexander,Chesapeake,12.86,7.78,49,630.14,381.22,248.92,2016-Q4,2016
South,Elements,Stanton,8.56,5.96,660,5649.6,3933.6,1716,2016-Q4,2016
Central,Elements,Strickland,8.05,5.03,877,7059.85,4411.31,2648.54,2016-Q4,2016
Northeast,Jeffrey Alexander,Belcastel,14.05,8.9,322,4524.1,2865.8,1658.3,2016-Q4,2016
Northwest,Jeffrey Alexander,Rhodes,126,78.44,313,39438,24551.72,14886.28,2016-Q4,2016
Central,Elements,Merryville,4.15,2.69,837,3473.55,2251.53,1222.02,2016-Q4,2016
Northwest,Elements,Naples,7.96,4.87,309,2459.64,1504.83,954.81,2016-Q4,2016
West,Elements,Geneva,5.2,3.63,461,2397.2,1673.43,723.77,2016-Q4,2016
West,Jeffrey Alexander,Bella,17.68,11.37,520,9193.6,5912.4,3281.2,2016-Q4,2016
East coast,Jeffrey Alexander,Cairo,7.35,4.04,574,4218.9,2318.96,1899.94,2016-Q4,2016
West,Jeffrey Alexander,Prestige,24.5,14.26,394,9653,5618.44,4034.56,2016-Q4,2016
East coast,Jeffrey Alexander,Kensington,12.78,7.31,373,4766.94,2726.63,2040.31,2016-Q4,2016
East coast,Jeffrey Alexander,Milan,16.98,9.96,564,9576.72,5617.44,3959.28,2016-Q4,2016
East coast,Elements,Madison,3.89,2.37,827,3217.03,1959.99,1257.04,2016-Q4,2016
East coast,Jeffrey Alexander,Glenmore,15.79,9.67,572,9031.88,5531.24,3500.64,2016-Q4,2016
East coast,Elements,Geneva,2.39,1.47,21,50.19,30.87,19.32,2016-Q4,2016
Central,Jeffrey Alexander,Durham,5.25,2.88,645,3386.25,1857.6,1528.65,2016-Q4,2016
Central,Elements,Kenner,5.39,3.34,331,1784.09,1105.54,678.55,2016-Q4,2016
East coast,Jeffrey Alexander,Durham,5.25,3.13,23,120.75,71.99,48.76,2016-Q4,2016
West,Elements,Naples,3.63,2.27,477,1731.51,1082.79,648.72,2016-Q4,2016
West,Elements,Naples,16.99,11.11,651,11060.49,7232.61,3827.88,2016-Q4,2016
South,Jeffrey Alexander,Backplates,8.79,4.84,493,4333.47,2386.12,1947.35,2016-Q4,2016
West,Jeffrey Alexander,Cordova,5.05,3.08,423,2136.15,1302.84,833.31,2016-Q4,2016
East coast,Jeffrey Alexander,Bremen,126,70.92,754,95004,53473.68,41530.32,2016-Q4,2016
East coast,Elements,Syracuse,3.53,2.21,20,70.6,44.2,26.4,2016-Q4,2016
West,Elements,Zachary,4.15,2.51,527,2187.05,1322.77,864.28,2016-Q4,2016
East coast,Elements,Cypress,3.58,2.5,744,2663.52,1860,803.52,2016-Q4,2016
Central,Elements,Torino,1.78,1.13,982,1747.96,1109.66,638.3,2016-Q4,2016
West,Elements,Asher,6.35,4.2,243,1543.05,1020.6,522.45,2016-Q4,2016
Northeast,Elements,Zachary,4.15,2.5,875,3631.25,2187.5,1443.75,2016-Q4,2016
